30.19;127713;47;9043;Pavia_outdoor
30.19;127713;47;8981;Pavia_outdoor
30.19;127716;47;8981;Pavia_outdoor
30.19;127716;47;8981;Pavia_outdoor
30.19;127714;47;8981;Pavia_outdoor
30.19;127714;47;8951;Pavia_outdoor
30.19;127714;47;8951;Pavia_outdoor
30.19;127713;47;8951;Pavia_outdoor
30.19;127712;47;8951;Pavia_outdoor
30.19;127712;47;8913;Pavia_outdoor
30.19;127714;47;8913;Pavia_outdoor
30.19;127713;47;8913;Pavia_outdoor
30.19;127712;47;8913;Pavia_outdoor
30.19;127712;47;8913;Pavia_outdoor
30.19;127712;47;8966;Pavia_outdoor
30.19;127712;47;8966;Pavia_outdoor
30.19;127714;47;8966;Pavia_outdoor
30.19;127714;47;8966;Pavia_outdoor
30.19;127714;47;8936;Pavia_outdoor
30.19;127710;47;8936;Pavia_outdoor
30.19;127712;47;8936;Pavia_outdoor
30.19;127712;47;8936;Pavia_outdoor
30.19;127712;47;8966;Pavia_outdoor
30.19;127713;47;8966;Pavia_outdoor
30.19;127717;47;8966;Pavia_outdoor
30.19;127714;47;8966;Pavia_outdoor
30.19;127714;47;8921;Pavia_outdoor
30.19;127713;47;8921;Pavia_outdoor
30.19;127712;47;8921;Pavia_outdoor
30.19;127712;47;8921;Pavia_outdoor
30.17;127712;47;8921;Pavia_outdoor
30.17;127712;47;8943;Pavia_outdoor
30.17;127714;47;8943;Pavia_outdoor
30.17;127713;47;8943;Pavia_outdoor
30.17;127715;47;8943;Pavia_outdoor
30.17;127715;47;8921;Pavia_outdoor
30.17;127712;47;8921;Pavia_outdoor
30.17;127712;47;8921;Pavia_outdoor
30.17;127713;47;8921;Pavia_outdoor
30.17;127713;47;8966;Pavia_outdoor
30.17;127712;47;8966;Pavia_outdoor
30.17;127713;47;8966;Pavia_outdoor
30.17;127715;47;8966;Pavia_outdoor
30.17;127715;47;8913;Pavia_outdoor
30.17;127712;47;8913;Pavia_outdoor
30.17;127712;47;8913;Pavia_outdoor
30.17;127712;47;8913;Pavia_outdoor
30.19;127712;47;8913;Pavia_outdoor
30.19;127712;47;8943;Pavia_outdoor
30.19;127714;47;8943;Pavia_outdoor
30.19;127717;47;8943;Pavia_outdoor
30.19;127714;47;8943;Pavia_outdoor
30.19;127714;47;8928;Pavia_outdoor
30.19;127714;47;8928;Pavia_outdoor
30.19;127715;47;8928;Pavia_outdoor
30.19;127714;47;8928;Pavia_outdoor
30.19;127714;47;8951;Pavia_outdoor
30.19;127713;47;8951;Pavia_outdoor
30.19;127715;47;8951;Pavia_outdoor
30.19;127714;47;8951;Pavia_outdoor
30.19;127714;47;8981;Pavia_outdoor
30.19;127715;47;8981;Pavia_outdoor
30.19;127714;47;8981;Pavia_outdoor
30.19;127712;47;8981;Pavia_outdoor
30.18;127712;47;8981;Pavia_outdoor
30.18;127712;47;8928;Pavia_outdoor
30.18;127714;47;8928;Pavia_outdoor
30.18;127712;47;8928;Pavia_outdoor
30.18;127714;47;8928;Pavia_outdoor
30.18;127714;47;8989;Pavia_outdoor
30.18;127718;47;8989;Pavia_outdoor
30.18;127713;47;8989;Pavia_outdoor
30.18;127712;47;8989;Pavia_outdoor
30.18;127712;47;8997;Pavia_outdoor
30.18;127714;47;8997;Pavia_outdoor
30.18;127713;47;8997;Pavia_outdoor
30.18;127711;47;8997;Pavia_outdoor
30.18;127711;47;8966;Pavia_outdoor
30.18;127713;47;8966;Pavia_outdoor
30.18;127712;47;8966;Pavia_outdoor
30.18;127714;47;8966;Pavia_outdoor
30.150.000.000.000.000;127714;47;8966;Pavia_outdoor
30.150.000.000.000.000;127714;47;8974;Pavia_outdoor
30.150.000.000.000.000;127714;47;8974;Pavia_outdoor
30.150.000.000.000.000;127710;47;8974;Pavia_outdoor
30.150.000.000.000.000;127713;47;8974;Pavia_outdoor
30.150.000.000.000.000;127713;47;9012;Pavia_outdoor
30.150.000.000.000.000;127709;47;9012;Pavia_outdoor
30.150.000.000.000.000;127712;47;9012;Pavia_outdoor
30.150.000.000.000.000;127715;47;9012;Pavia_outdoor
30.150.000.000.000.000;127715;47;8951;Pavia_outdoor
30.150.000.000.000.000;127711;47;8951;Pavia_outdoor
30.150.000.000.000.000;127709;47;8951;Pavia_outdoor
30.150.000.000.000.000;127712;47;8951;Pavia_outdoor
30.150.000.000.000.000;127712;47;9004;Pavia_outdoor
30.150.000.000.000.000;127711;47;9004;Pavia_outdoor
30.150.000.000.000.000;127709;47;9004;Pavia_outdoor
30.150.000.000.000.000;127710;47;9004;Pavia_outdoor
30.12;127710;47;9004;Pavia_outdoor
30.12;127710;47;9020;Pavia_outdoor
